cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1490153592351,0,0,load,/,{},{},0.0,0.0,1.0,0.0,0.0,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
0,1490153592861,425,316,mousemove,//*[@id='uid_3'],{},"{""topRight"":845,""topLeft"":421,""bottomRight"":912,""bottomLeft"":543,""middle"":600,""inTarget"":false}",0.31112737920937045,0.4766214177978884,510.0,1.038440332287631,1.038440332287631,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
0,1490153593167,425,316,mousemove,//*[@id='uid_3'],{},"{""topRight"":845,""topLeft"":421,""bottomRight"":912,""bottomLeft"":543,""middle"":600,""inTarget"":false}",0.31112737920937045,0.4766214177978884,306.0,0.0,-1.038440332287631,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
0,1490153593570,425,316,mousemove,//*[@id='uid_3'],{},"{""topRight"":845,""topLeft"":421,""bottomRight"":912,""bottomLeft"":543,""middle"":600,""inTarget"":false}",0.31112737920937045,0.4766214177978884,403.0,0.0,0.0,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
0,1490153593727,0,0,scroll,/,{},{},0.0,0.0,157.0,3.3732775125266996,3.3732775125266996,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
0,1490153593891,424,717,mouseover,//*[@id='rso']/div[3]/div/div[2]/div/div/div/span,{},"{""topRight"":1023,""topLeft"":712,""bottomRight"":820,""bottomLeft"":366,""middle"":667,""inTarget"":false}",0.3103953147877013,1.081447963800905,164.0,5.0791804519093136,1.705902939382614,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
0,1490153594042,414,710,mouseover,//*[@id='rso']/div[3]/div/div[2]/div/div/div,{},"{""topRight"":1027,""topLeft"":711,""bottomRight"":830,""bottomLeft"":376,""middle"":673,""inTarget"":false}",0.30307467057101023,1.0708898944193062,151.0,0.0808381166604881,-4.998342335248825,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
0,1490153594491,396,562,mousemove,//*[@id='rso']/div[3]/div/div[1]/div/div/div/div[1]/cite,{},"{""topRight"":963,""topLeft"":603,""bottomRight"":862,""bottomLeft"":424,""middle"":639,""inTarget"":false}",0.28989751098096633,0.8476621417797888,449.0,0.33205028172896006,0.251212165068472,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
0,1490153594677,411,548,mousedown,//*[@id='rso']/div[3]/div/div[1]/div/h3/a,{},"{""topRight"":943,""topLeft"":582,""bottomRight"":850,""bottomLeft"":415,""middle"":621,""inTarget"":false}",0.3008784773060029,0.8265460030165912,186.0,0.11031335768109243,-0.22173692404786763,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
0,1490153594827,411,548,mouseup,//*[@id='rso']/div[3]/div/div[1]/div/h3/a,{},"{""topRight"":943,""topLeft"":582,""bottomRight"":850,""bottomLeft"":415,""middle"":621,""inTarget"":false}",0.3008784773060029,0.8265460030165912,150.0,0.0,-0.11031335768109243,20170322043132,"Wed, 22 Mar 2017 04:31:32 +0100","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/61.4.114 Chrome/55.4.2883.114 Safari/537.36",1366x768,1366x663,1349x1744,r03j8pmbiu0f7a10sojmgq7us7-dd-top_right,r03j8pmbiu0f7a10sojmgq7us7,0,4
