cursor,timestamp,xpos,ypos,event,xpath,attrs,extras,xpos_scaled,ypos_scaled,timestamp_diff,speed,acceleration,log_id,date,ua,screen,window,document,task,user_id,ad_clicked,attention
0,1538394496301,0,0,load,/,{},{},0.0,0.0,1.0,0.0,0.0,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
0,1538394496616,158,290,mousemove,//*[@id='uid_WD69HAAC6R0KFM2HoQbsnA_0']/div/div/div/div[1]/div[1]/div[1]/div[2]/div[3]/span,{},"{""topRight"":614,""topLeft"":186,""bottomRight"":587,""bottomLeft"":44,""middle"":288,""inTarget"":true}",0.154296875,0.5846774193548387,315.0,1.048407591638909,1.048407591638909,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
0,1538394496781,107,251,mousemove,//*[@id='rcnt'],{},"{""topRight"":653,""topLeft"":147,""bottomRight"":641,""bottomLeft"":74,""middle"":331,""inTarget"":false}",0.1044921875,0.5060483870967742,165.0,0.38910790107332177,-0.6592996905655872,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
0,1538394496931,41,222,mousemove,//*[@id='rcnt'],{},"{""topRight"":713,""topLeft"":145,""bottomRight"":710,""bottomLeft"":133,""middle"":395,""inTarget"":false}",0.0400390625,0.4475806451612903,150.0,0.4806014750058282,0.09149357393250646,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
0,1538394497249,38,220,mousemove,//*[@id='rcnt'],{},"{""topRight"":715,""topLeft"":145,""bottomRight"":713,""bottomLeft"":136,""middle"":398,""inTarget"":false}",0.037109375,0.4435483870967742,318.0,0.011338211558062859,-0.46926326344776537,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
0,1538394503002,38,221,mousemove,//*[@id='rcnt'],{},"{""topRight"":715,""topLeft"":146,""bottomRight"":713,""bottomLeft"":135,""middle"":398,""inTarget"":false}",0.037109375,0.44556451612903225,5753.0,0.00017382235355466714,-0.011164389204508192,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
0,1538394503152,40,234,mousemove,//*[@id='rcnt'],{},"{""topRight"":716,""topLeft"":155,""bottomRight"":709,""bottomLeft"":124,""middle"":397,""inTarget"":false}",0.0390625,0.4717741935483871,150.0,0.08768630958643937,0.08751248723288471,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
0,1538394503551,0,0,scroll,/,{},{},0.0,0.0,399.0,0.5949728996364569,0.5072865900500175,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
0,1538394503703,0,0,scroll,/,{},{},0.0,0.0,152.0,0.0,-0.5949728996364569,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
0,1538394504352,0,0,scroll,/,{},{},0.0,0.0,649.0,0.0,0.0,20181001134531,"Mon, 01 Oct 2018 13:45:31 +0200","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36",1024x600,1024x496,1058x2033,scqt7vnrie19uqkh9cqh8c70v0-dd-top_left,scqt7vnrie19uqkh9cqh8c70v0,0,4
